Data,Judet,UAT,Metoda de interventie,Sex,Detalii referitoare la eveniment,Echipa de interventie,FC,Judet_relocare,lat,long,event_type,status_log,Nr_raport,Nr_identificare
2024-05-13,Hunedoara,LUPENI,Alungat,,Echipa de interventie a a fost convocat pentru alungarea unui exemplar de urs din intravilanul localitatii Paltinis. Pana la sosirea in fata locului animalul a fost alungat de localnici.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",DEALU 43,,46.383600,25.194400,alungare,,5/13.05.2024,
2024-04-24,Hunedoara,LUPENI,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase. Ursul a fortat usa de intrare a casei.,"Reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",DEALU 43,,46.363300,25.215100,alungare,,6/24.04.2024,
2024-05-16,Harghita,CORUND,Alungat,,Echipa de interventie a efectuat alungarea exemplarului de urs din zona turistica si rezervatie Dealul Melcului prin mijloace acustice.,"Personal jandarmerie, reprezentant UAT",CORUND 39,,46.490650,25.171850,alungare,,4346/16.05.2024,
2024-05-16,Harghita,CORUND,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din zona turistica Dealul Melcului prin mijloace acustice si luminoase. Ursul a produs distrugeri in bunuri si s-a manifestat agresiv fata de echipa de interventie.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",CORUND 39,,46.490650,25.171850,alungare,,3567/16.05.2024,
2024-05-16,Harghita,CORUND,Alungat,,Echipa a alungat cu ajutorul petardelor exemplarul de urs care a omorat un caine in zona turistica Dealul Melcului.,"Reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",CORUND 39,,46.490650,25.171850,alungare,,3564/16.05.2024,
2024-05-18,Bacău,OITUZ,Împușcare,Mascul,"Primarul comunei Oituz a convocat echipa de interventie pentru eliberarea(prin tranchilizare) a unui exemplar de urs prins in sarma unui gard. Ursul a rupt sarma, atacand echipa de interventie, moment in care s-a luat decizia de a impusca exemplarul de urs.","Personal Jandarmerie,  reprezentant UAT, personal tehnic gestionar,  medic veterinar .",,,46.206642629,26.6186886112,alungare,,,
2024-05-18,Bacău,OITUZ,Împușcare,Mascul,"Primarul comunei Oituz a convocat echipa de interventie pentru eliberarea(prin tranchilizare) a unui exemplar de urs prins in sarma unui gard. Ursul a rupt sarma, atacand echipa de interventie, moment in care s-a luat decizia de a impusca exemplarul de urs.","Personal Jandarmerie,  reprezentant UAT, personal tehnic gestionar,  medic veterinar .",OITUZ 20,,46.220595,26.604665,impuscare,,9999/18.05.2024,
,Vâlcea,RÂMNICU VÂLCEA,Alungat,,"În urma apelului la serv. de urgență 112, direcționat către Jandarmeria Vâlcea prin care un cetățean a semnalat prezența unui animal sălbatic (urs) în vecinătatea gospodăriei din str. Islazului, nr. 12 Goranu, Rm vâlcea. La fața locului s-au deplasat Jandarmeria Vâlcea, AJVPS, reprez. UAT, Poliția Locală. În urma verificărilor făcute nu a fost găsit animalul sălbatic, s-au luat măsurile de alungare prin semnale sonore.","Personal Jandarmerie, reprez. UAT, personal tehnic Gestionar",GORANU 16,,45.112300,24.401900,alungare,,21315,
2024-05-21,Vrancea,DUMITRIŢA,Alungat,,"La sosirea echipei de interventie ursul nu mai era in zona, s-au folosit semnalele acustice si sonore","Plt. Adj- I.J.J BN, viceprimar comuna Dumitrița, Reprezentant gestionar fond cinegetic",BUDAC 27,,47.0714286359,24.6257866917,alungare,,1923/21.05.2024,
,Argeș,RUCĂR,Alungat,,Apelantul a relatat faptul ca a vazut un urs in gspodarie. echipa de interventie nu a gasit ursul in zona. nu au fost pagube. S-a procedat la patrulare.,"Jandarmerie, Primarie, Gestionar Fond cinegetic",RUCAR 22,,45.500348,25.119349,alungare,,,
,Vâlcea,RÂMNICU VÂLCEA,Alungat,,"În urma apelului la serviciul de urgență 112, direcționat către Jandarmerie, prin care un cetățean a semnalat prezența unui animal sălbatic (urs) în vecinătatea gospodăriei din strada Islazului, zona Goranu, pct Islaz, din Rm Valcea. La fața locului s-au prezentat Jandarmeria, ISU si reprezentant UAT Rm. Valcea. În urma verificării la fața locului animalul nu a fost găsit. S-au luat măsuri de alungare.","Personal Jandarmerie, reprezentant UAT Rm Valcea",GORANU 16,,45.1062558963,24.3710774894,alungare,,21565,
2024-05-22,Buzău,NEHOIU,Alungat,,Apel 112 prezenta ursoaica cu pui la o stupina în gradina gospodăriei  loc Mlăjet,"UAT, IJJ, AJVPS Buzau",COLTI 31,,45.378790,26.329684,alungare,swapped,6360/22.05.2024,
2024-05-17,Prahova,VALEA DOFTANEI,Alungat,Femela cu pui,Femela cu doi pui care au fost alungati in zona impadurita fara sa produca pagube,"Jandarmerie, primar, personal GFC, medic veterinar",SETU 21,,45.313270,25.723280,alungare,swapped,8759/17.05.2024,
2024-05-21,Prahova,SCORŢENI,Alungat,,"Echipa s-a intrunit la apel 112, s-au folosit semnale acustice si luminoase pentru alungare","Jandarmerie, viceprimar, personal GFC, medic veterinar",MISLEA 19,,45.096358,25.815328,alungare,swapped,8831/21.05.2024,
2024-05-21,Prahova,SINAIA,Alungat,Femela cu pui,"Femela cu doi pui care intra in gospodarii si produc panica, au fost alungati in zona impadurita cu semnale acustice si luminoase si spray pentru animale","Jandarmerie, viceprimar, personal GFC, medic veterinar",SINAIA 25,,45.354540,25.545470,alungare,swapped,12775/21.05.2024,
,Prahova,SINAIA,Alungat,Mascul,"Mascul de 3 ani care a tranzitat parcul, a patruns prin gospodarii, a urcat pe Furnica, a intrat in curte, a fost alungat cu semnale acustice, luminoase si spray pentru animale","Jandarmerie, viceprimar, personal GFC, medic veterinar",SINAIA 25,,45.354696,25.544651,alungare,swapped,12777/21.052024,
2024-04-30,Harghita,MIERCUREA-CIUC,Alungat,,La or 22 echipa a intervenit pentru alungarea unui exemplar de urs din curtea casei. Ursul a mai intrat si intr-o alta curte pana s-a reusit alungarea spre padure.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",PAULENI 23,,46.380710,25.831290,alungare,,20585/30.04.2024,
2024-05-21,Harghita,MIERCUREA-CIUC,Alungat,,Echipa a intervenit din cauza a 3 pui de ursi mari care au fost alungati de mai multe ori din zona. Din auza riscului s-a incercat tranchilizarea si relocarea acestora dar fara succes. Exemplarele s-au retras in padure.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",PAULENI 23,,46.378370,25.829200,alungare,,22995/21.05.2024,
2024-05-22,Harghita,MIERCUREA-CIUC,Împușcare,,A fost solicitata interventia echipei din cauza faptului ca cei trei pui de ursi mari (1mascul si 2 femele de apr 3 ani) cu antecedente in intravilan au intrat in curtea unei case si au incercat sa patrunda in cladire. Ursii alungati s-au retras pana in zona izvorului dar acolo s-au intors inpotriva echipei de interventie si s-au manifestat agresiv. Din cauza riscului ridicat si neavand alta optiune de a rezolva situatia echipa s-a decis extragerea acestora prin impuscare.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,,46.3633087565,25.8072985229,alungare,,,
2024-05-23,Harghita,MIERCUREA-CIUC,Împușcare,,A fost solicitata interventia echipei din cauza faptului ca cei trei pui de ursi mari (1mascul si 2 femele de apr 3 ani) cu antecedente in intravilan au intrat in curtea unei case si au incercat sa patrunda in cladire. Ursii alungati s-au retras pana in zona izvorului dar acolo s-au intors inpotriva echipei de interventie si s-au manifestat agresiv. Din cauza riscului ridicat si neavand alta optiune de a rezolva situatia echipa s-a decis extragerea acestora prin impuscare.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",PAULENI 23,,46.377590,25.828860,impuscare,,23545/23.05.2024,
2024-05-25,Bacău,OITUZ,Alungat,,Exemplarul de urs nu a fost identificat. Au fost folosite preventiv semnale acustice.,"Personal Jandarmerie , reprezentant UAT, personal tehnic gestionar,  medic veterinar împuternicit",OITUZ 20,,46.206642629,26.6186886112,alungare,,10697/25.05.2024,
2024-05-27,Prahova,SINAIA,Alungat,Femela cu pui,"Femela cu doi pui de 4 luni care au patruns in gospodarii, producand panica si pagube materiale, nu se indeparteaza la prezenta omului, au fost alungati cu mijloace acustice si luminoase si spray pentru urs, nu s-a reusit capturarea lor.","jandarmi, viceprimar, gestionar FC, medic veterinar",SINAIA 25,,45.351420,25.538194,alungare,swapped,13206/27.05.2024,
2024-05-23,Harghita,CIUMANI,Alungat,Femela cu pui,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",BORZONT 13,,46.671946,25.528438,alungare,,1953/23.05.2024,
2024-05-28,Harghita,TOPLIŢA,Relocat,Mascul,Echipa de interventie a efectuat tranchilizarea si relocarea pa aceeasi fond cinegetic a unui exemplar de urs mascul de apr. 2 ani care a intrat in mod regulat in intravilan.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",TOPLITA 1,,46.916184,25.351810,relocare,,fn/28.05.2024,07 URS E DON VET
2024-05-20,Harghita,TOPLIŢA,Relocat,Femela,Echipa de interventie a efectuat tranchilizarea si relocarea pe aceeasi fond cinegetic a unui exemplar de urs femel de apr. 2 ani care a intrat in mod regulat in intravilan.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",TOPLITA 1,,46.916440,25.349754,relocare,,fn./20.05.2024,URS 06 E DONVET
2024-05-27,Harghita,SÂNDOMINIC,Alungat,Mascul,Echipa de interventie a fost convocata prin nr. 112 pentru alungarea unui examplar de urs din intravilan care a intrat intr-o curte si a omorat un caine.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",BALAN 15,,46.595483,25.801183,alungare,,3113/27.05.2024,
,Sibiu,NOCRICH,Altele,,"Urmare apelului la 112 s-a format comisia. La ora întrunirii nu au mai fost regăsiți urșii, care au atacat efectivul de bovine al apelantului.","Reprezentanți ai Jandarmeriei, Primăriei, Gestionarului, Medicul veterinar",MARPOD 39,,45.828900,24.451000,alungare,,3674,
2024-04-06,Covasna,DALNIC,Eutanasiat,Femela,"În data de 06.04.2024 ora 18:)) a fost sesizat prezenta unei exemplar de urs în intravilanul localității Dalnic. La convocarea comisiei s-a prezentat membrii si s-adecis alungarea exemplarului, fără rezultat, după care animalul a fost tranchilizat si prin exemenul clinic s-a constatat că animalul suferă de fractură de bazin, care este incompatibil cu viata si ca urmare s-a decis la eutanasierea exemplarului.","Primar, paznic de vânătoare, medic veterinar, jandarmerie",DALNIC 16,,45.913004,25.996523,eutanasiere,,1054/06.04.2024,
2024-04-30,Covasna,BIXAD,Relocat,Femela,"In jurul orei 14 in data de 30.04.2024 a fost semnalat prezenta unui urs langa marginea drumului DN 11C in urma caruia a fost convov=cat echipa de interventie conform OUG nr. 81, respectiv a fost solicitat si ajutorul politiei, echipajul din raza comunei Bixad. dupa intrunirea echipei de interventie s-a luat decizia de relocare a exemplarului, care cerseste de mai mult timp in acea zona.","primar, jandarmerie, paznic de vânătoare, medic veterinar",BICSAD 12,,46.129000,25.923200,relocare,,1034/30.04.2024,TWP - URS - 017
2024-05-13,Covasna,ÎNTORSURA BUZĂULUI,Alungat,,La locul anuntat nu s-a identificat prezenta unui urs.,"Jandarmerie, primar, paznic de vânătoare, medic veterinar",ZABRATAU 33,,46.122241,26.054830,alungare,,25053/13.05.2024,
2024-05-16,Covasna,ÎNTORSURA BUZĂULUI,Alungat,,animalul nu a mai fost vazut la fata locului la sosirea echipei de interventie.,"viceprimar, medic veterinar",ZABRATAU 33,,46.105710,26.036810,alungare,,25473/16.05.2024,
2024-04-22,Covasna,TURIA,Relocat,Femela cu pui,"la ora 16:00 a fost semnalată prezenta a aceluiasi ursoaice in aceeasi locatie, ursoaica a fost tranchilizată la ora 17:00 si introdusa in cusca. au fost tranchilizati si cei trei pui care erau urcati in copac, urmand a fi dusi la sanctuarul de ursi Zărnesti.","viceprimar, jandarmerie, medic veterinar, paznic de vânătoare",TURIA 17,,46.117100,25.944500,relocare,,2610/22.05.2024,TWP URS 01
2024-05-28,Hunedoara,PETROŞANI,Alungat,Mascul,"Apel telefonic la 112 prin care se semnala prezența unui exemplar de urs în stația CFR călători Strâmbuța din mun. Petroșani. La fața locului s-a deplasat echipa de interventie, procedând la alungarea animalului. S-a considerat că nivelul de risc a fost unul mediu.",Petroșani,PETROSANI 66,,45.354302,23.380899,alungare,,1/2024 înregistrat la APM cu nr. 4803/28.05.2024,
2024-05-28,Bacău,SLĂNIC-MOLDOVA,Relocat,Femela,In urma apelului la 112 prin care a fost semnalata prezenta unui exemplar de urs in intravilanul localitatii  Slanic Moldova a fost constituita echipa de interventie. Nivelul de risc fiind mediu  s- a luat decizia  capturarii si relocarii  pe acelasi fond cinegetic. Exemplarul de urs a fost eliberat sanatos.,"Personal Jandarmerie,  reprezentant UAT Slanic Moldova,   personal tehnic gestionar , medic veterinar împuternicit .",SLANIC MOLDOVA 17,,46.207125,26.439783,relocare,,6008/29.05.2024,642099300007672
2024-05-29,Prahova,MĂNECIU,Alungat,Femela cu pui,"Femela cu un pui alungati din curtea manastirii Cheia, exemplarul e des vazut in zona, s-a montat cusca pentru capturare","jandarmi, reprezentant UAT, gestionar FC, medic veterinar",BASCA FARA CALE 29,,45.456012,25.943940,alungare,swapped,8502/29.05.2024,
,Argeș,CÂMPULUNG,Alungat,,Apelantul a relatat că ursul a intrat de mai multe ori în gospodărie în perioada 26-27 mai unde a distrus un stup și poarta de acces.,"Jandarmerie, Primărie, Gestionsr Fond cinegetic",CAMPULUNG 19,,45.247715,25.016524,alungare,,,
,Argeș,CÂMPULUNG,Alungat,,Apelantul a sesizat faptul că un urs a atacat animalele din gospodărie omorând sau ranind mai multe ovine. La sosirea echipei de intervenție ursul nu se mai afla în țarcul animalelor.,"Jandarmerie, Primărie, Gestionar Fond cinegetic",CAMPULUNG 19,,45.237539,25.018665,alungare,,,
,Brașov,BRAŞOV,Alungat,,"Ca urmare a apariției repetate a două exemplare de urs brun (tineret) în zona mun.Brașov - str.Panselelor, nr.23, s-a întrunit echipa de intervenție în vederea alungării acestora în zona împădurită, conform deciziei luate de membrii echipei de inervenție(semnale acustice și luminoase) și gloanțe de cauciuc.","Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.625772,25.624339,alungare,,82051,
,Brașov,BRAŞOV,Alungat,,"Ca urmare a revenirii exemplarelor de urs în zona str.Panselelor, nr.23, mun.Brașov, la scurt timp după alungarea anterioară în zona împădurită s-a luat decizia folosirii pentru alungare a gloanțelor de cauciuc.","AT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.625772,25.624339,alungare,,82054,
,Brașov,BRAŞOV,Alungat,,"Ca urmare a apelului la 112 prin care se semnalla prezența a două exemplare de urs la ghena de gunoi situată pe str.laminoarelor, nr.12, echipa de intervenție s-a deplasat în zonă și au alungat exemplarele în zona împădurită.","AT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.621884,25.633367,alungare,,82857,
2024-05-30,Prahova,ALUNIŞ,Alungat,Mascul,"La apel 112, s-a actionat pentru indepartarea unui urs de circa 4 ani aflat intr-o gospodarie","Jandarmerie, reprezentant UAT, personal GFC",PALTINET 35,,45.198684,25.893555,alungare,swapped,3689/30.05.2024,
,Brașov,BRAŞOV,Altele,,"Raport nr 83640/31.05.2024.Echipa de interventie a montat cusca de capturare in zona Caminului pt persoane fara adapost-str.Panselelor, nr.23.Ursul nu a fost vazut pe toata perioada supravegherii.","Repezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",,,45.6517059902,25.6011289212,altele,,,
2024-05-30,Argeș,CÂMPULUNG,Alungat,,Ca urmare a apelului telefonic echipa de intervenție s-a deplasat la fața locului unde apelantul a relatat faptul că un urs a patruns în gospodăria sa în zona stupilor. Echipa nu a gasit ursul în zona. s-a procedat la patrulare. Nu au fost pagube.,"Jandarmerie, Primărie, gestionar fond cinegetic",CAMPULUNG 19,,45.247715,25.016524,alungare,,123/12858/30.05.2024,
2024-06-02,Brașov,MĂNECIU,Relocat,Mascul,"La apel 112, a fost capturat un pui de 5 luni si predat catre Asociatia Milioane de Prieteni Brasov","jandarmi, reprezentanti UAT, gestionar FC, medic veterinar",TELEAJEN 27,,45.488384,25.924004,relocare,swapped,8708/03.06.2024,
,Argeș,RUCĂR,Alungat,,În zona indicată de apelant nu se mai afla ursul văzut de acesta. Nu au fost pagube. Echipa de intervenție a procedat la patrulare.,"Jandarmerie, Primărie, Gestionar Fond cinegetic",RUCAR 22,,45.389300,25.176100,alungare,,,
2024-06-03,Argeș,AREFU,Alungat,,"Ca urmare a apelului la 112, echipa de intervenție s-a deplasat în zona blocuri Căpățâneni unde nu a gasit ursul văzut de apelant.","Jandarmerie, Primărie",AREFU 5,,45.336098,24.635689,alungare,,3 din 03.06.2024,
,Buzău,BECENI,Alungat,,Echipa de interventie a ajuns la fata locului unde un urs a rupt un gard al proprietarului. Nu sunt pagube.,"Reprezentant IJJ Buzau, reprezentant AJVPS Buzau, reprezentant UAT Beceni, medic veterinar imputernicit",BECENI 41,,45.323704,26.767126,alungare,swapped,7,
,Buzău,BECENI,Alungat,,"Apell 112, semnalat de proprietarul care anuntase ca un urs a omorat 2 oi din gospodarie.","Reprezentant IJJ Buzău, reprezentant UAT Beceni",BECENI 41,,45.3821003475,26.7690040321,alungare,,8,
